No.,日付,日付S,場 R,場所,日次,Ｒ,レース名,発走時刻,クラス,年限定,芝・ダ,距離,距離.1,外回り,コース区分,コースマーク,コースグループ数,コースグループ名1,頭,頭数,フルゲート頭数,R印1,レース印2,レース印3,枠番,馬番,B,馬印1,馬印2,馬印3,馬印4,馬名,馬名S,Ｃ,性,齢,性別,年齢,騎手,斤量,馬齢斤量差,斤量体重比,所属,調教師,所属.1,降級戦,投票,マイニング値,マイニング順位,ﾏｲ差,対戦型マイニング値,対戦型マイニング順位,Tﾏ差,指数1,指数順位1,指差1,指数2,指数順位2,指差2,指数3,指数順位3,指差3,指数4,指数順位4,指差4,取消しフラグ,人気,単勝オッズ,単ｼｪｱ,複勝人気,複勝オッズ下,上,複ｼｪｱ,単複S比,指時系1・単勝,指時系1・人気,指時系2・単勝,指時系2・人気,指時系3・単勝,指時系3・人気,指時系4・単勝,指時系4・人気,指時系1・複勝下,複上1,複人1,指時系2・複勝下,複上2,複人2,指時系3・複勝下,複上3,複人3,指時系4・複勝下,複上4,複人4,着順,単勝,複勝,枠連配当,馬連配当,馬単配当,３連複配当,３連単配当,馬体重,増減,本賞金,収得賞金,キャリア(当時/取消等含),キャリア(最新),全1,全2,全3,全外,平1,平2,平3,平外,芝1,芝2,芝3,芝外,ダ1,ダ2,ダ3,ダ外,障1,障2,障3,障外,他1,他2,他3,他外,チェック騎手タイプ,チェック調教師タイプ,調教師多頭出し数,馬主多頭出し数,馬記号,馬主,馬主タイプ,生産者,生産者タイプ,産地,種牡馬,父タイプ名,母名,母父名,母父タイプ名,父母父名,父母父タイプ名,母母父名,母母父タイプ名,毛色,生年,誕生日,騎手誕生日(歳),調教師誕生日(歳),兄弟(収得1位),勝数,兄弟(収得2位),勝数.1,兄弟(収得3位),勝数.2,兄弟(収得4位),勝数.3,兄弟(収得5位),勝数.4,馬名の意味由来,チェック日,チェック馬コメント,チェック馬コメント.1,馬コメント,馬コメント.1,予想コメント,予想コメント.1,結果コメント,結果コメント.1,KOL関係者コメント,KOL関係者コメント.1,KOL次走へのメモ,KOL次走へのメモ.1,レースコメント,レースコメント.1,騎手コメント,騎手コメント.1,調教師コメント,調教師コメント.1,ワーク1,ワーク1S,ワーク2,ワーク2S,ワーク3,ワーク3S,ワーク4,ワーク4S,間隔,休明戦目,前番,前走人気,前走着順,前着差,前確定着順,前入線順位,前異常コード,前騎手,乗替,前斤量,斤量差,前馬体重,前馬体重増減,前走開催,前場所,同場,前レース印,前レース印2,前レース印3,前馬印1,前印2,前印3,前印4,前印5,前印6,前印7,前印8,前芝ダ,前距離,距離差,前芝ダ.1,今芝ダ,前走コースマーク,前走コースグループ数,前走コースグループ名1,前馬場状態,前ｸﾗｽ,前頭数,頭差,前通過1,前通過2,前通過3,前通過4,前脚質,前走決め手,前3F順,前走予想コメント,前走予想コメント.1,前走結果コメント,前走結果コメント.1,前走KOLコメント,前走KOLコメント.1,前走KOL次走メモ,前走KOL次走メモ.1,前レースコメント,前走レースコメント,レースID(旧),レースID(新),血統登録番号,トラックC,トラックコード(JV),クラスC,グレード,競走種別C,重量C,競走記号コード,性別コード,馬記号コード,見習いコード,調教師所属コード,騎手コード,調教師コード,馬主コード,前レースID(新),前レースID(旧),開催
50,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,2,3,,,,,, コスモシュンライ,コスモシュンライ,,牝,3,牝,3,舟山瑠泉,52▲,-3.0,,(美),稲垣幸雄,美浦,,1,,,,,,,,,,,,,,,,,,,,12.0,67.0,1.2,11.0,9.0,28.3,0.9,74.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,2.0,2.0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,2.0,,ビッグレッドファーム,,千里ファーム,,新ひだか町,サンダースノー,ニアークティック系,ドナパフューム,Bertolini,ニアークティック系,Dubai Destination,ネイティヴダンサー系,Lyphard's Special,ニアークティック系,栗毛,2023,309,2006年 7月28日(19歳),1977年12月25日(48歳),,,,,,,,,,,冠名＋春雷。父名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.0,9.0,11.0,13着,4.3,13.0,13.0,0.0,丹内祐次,替, 55 ,-3.0,448,0.0,260118 1中7  2R,中山,同場,,,,,,,,,,,,ダ,1800.0,0.0,ダ,芝,,,,良,未勝利,16.0,0.0,11.0,12.0,12.0,11.0,後,後方,14.0,,,,,,,,,,,626320403,202603290603020403,2023100171,0,17,7, ,12,3,A03,2,0,3,1,1221,1167,716800,202601180601070209,0626170209,1中1
51,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,2,4,,,,,, ショウナンダット,ショウナンダット,,牡,3,牡,3,大野拓弥, 57 ,0.0,,(美),栗田徹,美浦,,1,,,,,,,,,,,,,,,,,,,,10.0,27.8,2.9,9.0,4.4,13.4,1.9,66.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,国本哲秀,,静内フジカワ牧場,,新ひだか町,サートゥルナーリア,ネイティヴダンサー系,ダイアゴナルクロス,シンボリクリスエス,ロイヤルチャージャー系,スペシャルウィーク,ロイヤルチャージャー系,スペシャルウィーク,ロイヤルチャージャー系,鹿毛,2023,202,1986年 9月 8日(39歳),1978年 3月16日(48歳),ショウナンパンサー,3.0,ショウナンマヌエラ,1.0,ショウナンダール,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初走,,,,,,,,,,,,,---,,初,,前無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626320404,202603290603020404,2023102745,0,17,7, ,12,3,A03,1,0,0,1,1096,1127,331002,,,1中1
52,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,3,5,,,,,, ルモンテ,ルモンテ,,牡,3,牡,3,原田和真, 57 ,0.0,,(美),堀内岳志,美浦,,1,,,,,,,,,,,,,,,,,,,,5.0,7.5,10.6,6.0,2.9,8.4,3.1,29.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,59,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,柴原榮,,マリオステーブル,,新冠町,ワールドプレミア,ロイヤルチャージャー系,ステイインハート,ステイゴールド,ロイヤルチャージャー系,Acatenango,その他のエクリプス系,End Sweep,ネイティヴダンサー系,栗毛,2023,208,1994年 1月15日(32歳),1973年10月 5日(52歳),ハラジュク,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4.0,10.0,５着,0.6,5.0,5.0,0.0,原田和真,, 57 ,0.0,422,0.0,260301 2中2  5R,中山,同場,,,,,,,,,,,,芝,1600.0,200.0,芝,芝,,,,良,未勝利,16.0,0.0,,12.0,8.0,6.0,中,中団,3.0,,,,,,,,,,,626320405,202603290603020405,2023106245,0,17,7, ,12,3,A03,1,0,0,1,1143,1189,238009,202603010602020504,0626220504,1中1
53,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,3,6,,,,,, コスモアミュレット,コスモアミュレット,,牡,3,牡,3,上里直汰,54▲,-3.0,,(美),加藤士津,美浦,,1,,,,,,,,,,,,,,,,,,,,8.0,14.3,5.6,8.0,4.3,12.9,2.0,35.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,,ビッグレッドファーム,,新井昭二牧場,,日高町,ゴールドシップ,ロイヤルチャージャー系,ポンポンルージュ,Kitten's Joy,ニアークティック系,メジロマックイーン,トゥルビヨン系,Indian Charlie,ナスルーラ系,芦毛,2023,516,2007年 3月 1日(19歳),1985年 2月 2日(41歳),,,,,,,,,,,冠名＋御守り（仏）。怪我無く活躍してほしいという願いを込めて,,,,,,,,,,,,,,,,,,,,,,,,,,,,初走,,,,,,,,,,,,,---,,初,,前無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626320406,202603290603020406,2023106489,0,17,7, ,12,3,A03,1,0,3,1,1217,1169,716800,,,1中1
54,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,4,7,,,,,, マイトビーウォン,マイトビーウォン,,牡,3,牡,3,柴田大知, 57 ,0.0,,(美),和田雄二,美浦,,1,,,,,,,,,,,,,,,,,,,,16.0,112.9,0.7,16.0,16.0,51.4,0.5,67.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,4.0,4.0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,村田滋,,トラストスリーファーム,,浦河町,ノーブルミッション,ニアークティック系,グッドファッション,アドマイヤマックス,ロイヤルチャージャー系,Danehill,ニアークティック系,フォーティナイナー,ネイティヴダンサー系,栗毛,2023,430,1977年 6月18日(48歳),1969年 8月14日(56歳),ラブパイロー,2.0,ヴォーチェ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1.0,7.0,17.0,18着,3.4,18.0,18.0,0.0,柴田大知,, 56 ,1.0,456,4.0,251220 5名5  5R,中京,別場,,,,,,,,,,,,芝,2000.0,-200.0,芝,芝,,,,稍重,未勝利,18.0,-2.0,15.0,15.0,15.0,17.0,後,後方,17.0,,,,,,,,,,,626320407,202603290603020407,2023102153,0,17,7, ,12,3,A03,1,0,0,1,1009,1143,648002,202512200705050507,0725550507,1中1
55,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,4,8,,,,,, ベルランコントル,ベルランコントル,,牝,3,牝,3,丹内祐次, 55 ,0.0,,(美),伊藤大士,美浦,,1,,,,,,,,,,,,,,,,,,,,1.0,4.6,17.2,3.0,2.0,5.5,5.0,29.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,388,0,5.0,5.0,0,0,1,4,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,サラブレッドクラブ・ラフィアン,,ビッグレッドファーム,,新冠町,キタサンブラック,ロイヤルチャージャー系,マイネヴォヤージ,Teofilo,ニアークティック系,サクラバクシンオー,ナスルーラ系,Distant Relative,ロイヤルチャージャー系,黒鹿,2023,503,1985年11月 5日(40歳),1972年11月29日(53歳),マリネロ,3.0,マイネルベレーロ,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,11.0,6.0,４着,1.3,4.0,4.0,0.0,丹内祐次,, 55 ,0.0,446,-12.0,260308 2中4  5R,中山,同場,,,,,,,,,,,,芝,1800.0,0.0,芝,芝,,,,良,未勝利,16.0,0.0,8.0,8.0,10.0,10.0,中,差し,6.0,,,,,,,,,,,626320408,202603290603020408,2023106475,0,17,7, ,12,3,A03,2,0,0,1,1091,1109,546800,202603080602040511,0626240511,1中1
56,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,5,9,,,,,, サイモンナイスラン,サイモンナイスラン,,牡,3,牡,3,木幡育也, 57 ,0.0,,(美),勢司和浩,美浦,,1,,,,,,,,,,,,,,,,,,,,15.0,87.8,0.9,15.0,11.7,37.4,0.7,73.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,澤田昭紀,,藤春修二,,浦河町,アメリカンペイトリオット,ニアークティック系,レッドルシアン,ゼンノロブロイ,ロイヤルチャージャー系,Tiznow,マンノウォー系,トニービン,ナスルーラ系,黒鹿,2023,312,1998年 9月21日(27歳),1962年 2月14日(64歳),インゴットバード,2.0,ハニートラップ,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,15.0,16.0,14着,1.7,14.0,14.0,0.0,上里直汰,替,54▲,3.0,504,0.0,260210 1東4  5R,東京,別場,,,,,,,,,,,,芝,1600.0,200.0,芝,芝,,,,良,新馬,16.0,0.0,,,16.0,15.0,後,後方,7.0,,,,,,,,,,,626320409,202603290603020409,2023105197,0,17,7, ,12,3,A03,1,0,0,1,1167,1047,132030,202602100501040515,0526140515,1中1
57,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,5,10,,,,,, クリアーゲイル,クリアーゲイル,,牡,3,牡,3,小林脩斗, 57 ,0.0,,(美),浅利英明,美浦,,1,,,,,,,,,,,,,,,,,,,,9.0,26.5,3.0,10.0,7.5,23.5,1.1,35.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ディアレストクラブ,,アサヒ牧場,,新冠町,フィエールマン,ロイヤルチャージャー系,ウラガーノ,キンシャサノキセキ,ロイヤルチャージャー系,Green Tune,ニアークティック系,Indian Charlie,ナスルーラ系,黒鹿,2023,411,2001年11月 8日(24歳),1985年10月21日(40歳),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初走,,,,,,,,,,,,,---,,初,,前無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626320410,202603290603020410,2023103927,0,17,7, ,12,3,A03,1,0,0,1,1183,1204,13803,,,1中1
58,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,6,11,,,,,, リコラピッド,リコラピッド,,牝,3,牝,3,津村明秀, 55 ,0.0,,(美),森一誠,美浦,,1,,,,,,,,,,,,,,,,,,,,7.0,13.0,6.1,7.0,3.0,8.8,3.0,48.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,キャロットファーム,,ノーザンファーム,,安平町,レイデオロ,ネイティヴダンサー系,アディクティド,Diktat,マンノウォー系,シンボリクリスエス,ロイヤルチャージャー系,Surumu,その他のエクリプス系,黒鹿,2023,427,1986年 1月 5日(40歳),1977年 9月28日(48歳),クルーガー,6.0,サクセッション,6.0,イマージョン,2.0,アリストライン,1.0,ヴェルナー,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初走,,,,,,,,,,,,,---,,初,,前無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626320411,202603290603020411,2023106834,0,17,7, ,12,3,A03,2,0,0,1,1092,1201,486800,,,1中1
59,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,6,12,,,,,, トーセンブリラーレ,トーセンブリラーレ,,牡,3,牡,3,長浜鴻緒,55△,-2.0,,(美),小笠倫弘,美浦,,1,,,,,,,,,,,,,,,,,,,,3.0,5.4,14.7,1.0,1.1,1.1,64.9,441.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,315,0,3.0,3.0,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,島川隆哉,,エスティファーム,,日高町,トーセンレーヴ,ロイヤルチャージャー系,トーセンガーネット,アグネスデジタル,ネイティヴダンサー系,Caerleon,ニアークティック系,クロフネ,ニアークティック系,鹿毛,2023,205,2005年11月12日(20歳),1971年 7月19日(54歳),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3.0,12.0,２着,0.8,2.0,2.0,0.0,長浜鴻緒,,55△,0.0,510,12.0,260308 2中4  5R,中山,同場,,,,,,,,,,,,芝,1800.0,0.0,芝,芝,,,,良,未勝利,16.0,0.0,4.0,4.0,7.0,4.0,先,先行,4.0,,,,,,,,,,,626320412,202603290603020412,2023105943,0,17,7, ,12,3,A03,1,0,2,1,1214,1076,270006,202603080602040503,0626240503,1中1
60,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,7,13,,,,,, ピースフルマインド,ピースフルマインド,,牝,3,牝,3,荻野極, 55 ,0.0,,(美),伊坂重信,美浦,,1,,,,,,,,,,,,,,,,,,,,6.0,10.8,7.4,5.0,2.4,6.9,3.9,52.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,65,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,保坂和孝,,ノーザンファーム,,安平町,レイデオロ,ネイティヴダンサー系,ジェラシー,ハービンジャー,ニアークティック系,シンボリクリスエス,ロイヤルチャージャー系,サンデーサイレンス,ロイヤルチャージャー系,鹿毛,2023,120,1997年 9月23日(28歳),1977年 1月 1日(49歳),カリーニョ,2.0,グレイスフル,2.0,セレンディピティ,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,13.0,7.0,５着,0.9,5.0,5.0,0.0,三浦皇成,替, 55 ,0.0,420,0.0,260110 1中3  5R,中山,同場,,,,,,,,,,,,芝,2000.0,-200.0,芝,芝,,,,良,新馬,15.0,1.0,8.0,7.0,2.0,2.0,先,先行,5.0,,,,,,,,,,,626320413,202603290603020413,2023105298,0,17,7, ,12,3,A03,2,0,0,1,1160,1177,398030,202601100601030513,0626130513,1中1
61,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,7,14,,,,,, アロハオエ,アロハオエ,,牝,3,牝,3,江田照男, 55 ,0.0,,(美),中川公成,美浦,,1,,,,,,,,,,,,,,,,,,,,13.0,79.0,1.0,14.0,11.2,35.6,0.7,69.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,6.0,6.0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ミルファーム,,富本茂喜,,新冠町,アルアイン,ロイヤルチャージャー系,ハワイアンアイ,キングカメハメハ,ネイティヴダンサー系,Essence of Dubai,ナスルーラ系,Sadler's Wells,ニアークティック系,鹿毛,2023,502,1972年 2月 8日(54歳),1962年 5月25日(63歳),マイネルシュラーク,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.0,7.0,6.0,６着,2.1,6.0,6.0,0.0,江田照男,, 55 ,0.0,440,8.0,260221 1東7  9R,東京,別場,,,,,,,,,,,,芝,2000.0,-200.0,芝,芝,,,,良,1勝,7.0,9.0,,7.0,7.0,7.0,後,後方,6.0,,,,,,,,,,,626320414,202603290603020414,2023104261,0,17,7, ,12,3,A03,2,0,0,1,689,1081,629800,202602210501070907,0526170907,1中1
62,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,8,15,,,,,, ヤマメホープ,ヤマメホープ,,牡,3,牡,3,原優介, 57 ,0.0,,(美),久保田貴,美浦,,1,,,,,,,,,,,,,,,,,,,,4.0,7.4,10.7,4.0,2.3,6.6,4.1,38.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,越村哲男,,畠山牧場,,新ひだか町,コントレイル,ロイヤルチャージャー系,レガリニ,Hard Spun,ニアークティック系,Unbridled's Song,ネイティヴダンサー系,Vindication,ナスルーラ系,黒鹿,2023,315,2000年 6月10日(25歳),1967年 9月17日(58歳),ティンティンデオ,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,10.0,9.0,６着,0.5,6.0,6.0,0.0,田辺裕信,替, 57 ,0.0,484,0.0,260215 1東6  5R,東京,別場,,,,,,,,,,,,芝,1800.0,0.0,芝,芝,,,,良,未勝利,16.0,0.0,,13.0,9.0,9.0,中,中団,3.0,,,,,,,,,,,626320415,202603290603020415,2023103075,0,17,7, ,12,3,A03,1,0,0,1,1184,1067,302031,202602150501060510,0526160510,1中1
63,260329,2026.3.29,中4,中山,2,4,未勝利,11:25,未勝利,３歳,芝,1800,1800,,A,,,,16,16,16,,,,8,16,,,,,, ミクロスギガース,ミクロスギガース,,牝,3,牝,3,遠藤汰月,52▲,-3.0,,(美),西田雄一,美浦,,1,,,,,,,,,,,,,,,,,,,,14.0,85.9,0.9,12.0,9.7,30.7,0.8,87.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,飯田貴大,,千代田牧場,,新ひだか町,シルバーステート,ロイヤルチャージャー系,ピュアリーグッド,ロードカナロア,ネイティヴダンサー系,Silver Hawk,ロイヤルチャージャー系,クロフネ,ニアークティック系,鹿毛,2023,415,2006年 2月14日(20歳),1974年10月14日(51歳),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,16.0,6.0,10着,1.9,10.0,10.0,0.0,荻野極,替, 55 ,-3.0,382,0.0,260124 1中8  3R,中山,同場,,,,,,,,,,,,ダ,1200.0,600.0,ダ,芝,,,,良,新馬,16.0,0.0,,,2.0,3.0,先,先行,13.0,,,,,,,,,,,626320416,202603290603020416,2023102931,0,17,7, ,12,3,A03,2,0,3,1,1218,1187,271031,202601240601080316,0626180316,1中1
64,260329,2026.3.29,中5,中山,2,5,未勝利,12:15,未勝利,３歳,芝,2200,2200,,A,,,,13,13,18,,,,1,1,,,,,, ヴァルカンテソーロ,ヴァルカンテソーロ,,牡,3,牡,3,柴田大知, 57 ,0.0,,(美),嘉藤貴行,美浦,,1,,,,,,,,,,,,,,,,,,,,5.0,7.0,11.3,1.0,1.5,1.9,20.0,176.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,150,0,2.0,2.0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,了徳寺健二ホールディングス,,リョーケンファーム,,日高町,ゴールドシップ,ロイヤルチャージャー系,チェストケリリー,Scat Daddy,ニアークティック系,メジロマックイーン,トゥルビヨン系,Saint Ballado,ロイヤルチャージャー系,芦毛,2023,419,1977年 6月18日(48歳),1981年11月 5日(44歳),アウリガテソーロ,3.0,ジョンソンテソーロ,3.0,ポトマックテソーロ,1.0,,,,,ローマ神話の登場人物名＋冠名,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,10.0,6.0,３着,0.4,3.0,3.0,0.0,柴田大知,, 57 ,0.0,458,-12.0,260315 2中6  5R,中山,同場,,,,,,,,,,,,芝,2000.0,200.0,芝,芝,,,,良,未勝利,18.0,-5.0,13.0,12.0,10.0,11.0,中,差し,2.0,,,,,,,,,,,626320501,202603290603020501,2023106744,8,18,7, ,12,3,003,1,0,0,1,1009,1195,89803,202603150602060510,0626260510,1中1
65,260329,2026.3.29,中5,中山,2,5,未勝利,12:15,未勝利,３歳,芝,2200,2200,,A,,,,13,13,18,,,,2,2,,,,,, キンググローリー,キンググローリー,,牡,3,牡,3,丹内祐次, 57 ,0.0,,(美),古賀慎明,美浦,,1,,,,,,,,,,,,,,,,,,,,7.0,12.0,6.6,7.0,3.4,4.7,5.8,87.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,487,0,6.0,6.0,0,0,1,5,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,,,平口信行,,MTファーム,,新ひだか町,ダノンプレミアム,ロイヤルチャージャー系,ハーフムーン2,Duke of Marmalade,ニアークティック系,Intikhab,ロイヤルチャージャー系,Sadler's Wells,ニアークティック系,鹿毛,2023,323,1985年11月 5日(40歳),1965年 6月11日(60歳),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.0,5.0,5.0,３着,0.1,3.0,3.0,0.0,丹内祐次,, 57 ,0.0,470,-4.0,260307 2中3  5R,中山,同場,,,,,,,,,,,,芝,2200.0,0.0,芝,芝,,,,稍重,未勝利,18.0,-5.0,2.0,2.0,2.0,1.0,先,先行,5.0,,,,,,,,,,,626320502,202603290603020502,2023100021,8,18,7, ,12,3,003,1,0,0,1,1091,1079,411030,202603070602030505,0626230505,1中1
66,260329,2026.3.29,中5,中山,2,5,未勝利,12:15,未勝利,３歳,芝,2200,2200,,A,,,,13,13,18,,,,3,3,,,,,, ゴンファロニエーレ,ゴンファロニエーレ,,牡,3,牡,3,ディー, 57 ,0.0,,(美),田中博康,美浦,,1,,,,,,,,,,,,,,,,,,,,2.0,5.3,15.0,4.0,2.0,2.7,11.3,75.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,サンデーレーシング,,ノーザンファーム,,安平町,エピファネイア,ロイヤルチャージャー系,タッチングスピーチ,ディープインパクト,ロイヤルチャージャー系,スペシャルウィーク,ロイヤルチャージャー系,Sadler's Wells,ニアークティック系,黒鹿,2023,324,1996年 4月13日(29歳),1985年12月 5日(40歳),キングズレイン,3.0,ヴィジョンメーカー,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,2.0,1.0,10着,0.9,10.0,10.0,0.0,ルメール,替, 57 ,0.0,452,0.0,260125 1中9  5R,中山,同場,,,,,,,,,,,,芝,2000.0,200.0,芝,芝,,,,良,新馬,18.0,-5.0,10.0,11.0,13.0,11.0,中,中団,3.0,,,,,,,,,,,626320503,202603290603020503,2023107093,8,18,7, ,12,3,003,1,0,0,1,5674,1162,226800,202601250601090502,0626190502,1中1
